SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
25,Binance Coin,BNB,2017-08-19 23:59:59,2.334399939,1.819939971,2.334399939,2.093369961,43391300,209337000
26,Binance Coin,BNB,2017-08-20 23:59:59,2.689440012,2.075819969,2.108210087,2.502579927,65350400,250258000
27,Binance Coin,BNB,2017-08-21 23:59:59,2.90892005,2.430749893,2.430749893,2.701109886,72000600,270111000
28,Binance Coin,BNB,2017-08-22 23:59:59,2.724450111,2.224790096,2.724450111,2.485270023,52091300,248527000
29,Binance Coin,BNB,2017-08-23 23:59:59,2.955450058,2.473969936,2.473969936,2.580430031,64925100,258043000
30,Binance Coin,BNB,2017-08-24 23:59:59,2.663969994,2.283380032,2.627360106,2.379319906,45080400,237932000
31,Binance Coin,BNB,2017-08-25 23:59:59,2.729969978,2.390569925,2.390569925,2.496870041,49977600,249687000
32,Binance Coin,BNB,2017-08-26 23:59:59,2.538840055,1.960559964,2.530380011,2.169359922,26690700,216936000
33,Binance Coin,BNB,2017-08-27 23:59:59,2.313549995,1.858019948,2.179970026,2.005189896,17214900,200519000
34,Binance Coin,BNB,2017-08-28 23:59:59,2.167429924,1.962800026,2.021490097,2.042900085,15413900,204290000
35,Binance Coin,BNB,2017-08-29 23:59:59,2.327579975,1.98973,2.106250048,2.327579975,20372000,232758000
36,Binance Coin,BNB,2017-08-30 23:59:59,2.365350008,2.094559908,2.281939983,2.350049973,24830000,235005000
37,Binance Coin,BNB,2017-08-31 23:59:59,2.408149958,2.196449995,2.328229904,2.203789949,20214800,220379000
38,Binance Coin,BNB,2017-09-01 23:59:59,2.388989925,2.116519928,2.201689959,2.384170055,20990700,238417000
39,Binance Coin,BNB,2017-09-02 23:59:59,2.849270105,1.722470045,2.5,1.992679954,22995400,199268000
40,Binance Coin,BNB,2017-09-03 23:59:59,2.019299984,1.424170017,1.925480008,1.575799942,11662000,157580000
41,Binance Coin,BNB,2017-09-04 23:59:59,1.576650023,0.6130099893,1.576650023,1.049569964,20075100,104957000
42,Binance Coin,BNB,2017-09-05 23:59:59,1.119449973,0.740621984,1.032510042,0.9737160206,9453770,97371600
43,Binance Coin,BNB,2017-09-06 23:59:59,1.171300054,0.7354999781,0.9905210137,1.086140037,14279400,108614000
44,Binance Coin,BNB,2017-09-07 23:59:59,1.508270025,0.9567450285,1.034340024,1.366219997,15442300,136622000
45,Binance Coin,BNB,2017-09-08 23:59:59,1.403929949,0.9466009736,1.398040056,1.006829977,9872850,100683000
46,Binance Coin,BNB,2017-09-09 23:59:59,1.033779979,0.8630610108,1.009199977,0.9893010259,4011510,98930100
47,Binance Coin,BNB,2017-09-10 23:59:59,1.002760053,0.8523849845,0.9820780158,0.9421589971,3257430,94215900
48,Binance Coin,BNB,2017-09-11 23:59:59,1.101699948,0.90200001,0.9491860271,1.025810003,5167180,102581000
49,Binance Coin,BNB,2017-09-12 23:59:59,1.208240032,0.9876319766,1.033480048,1.035680056,7213490,103568000
50,Binance Coin,BNB,2017-09-13 23:59:59,1.042899966,0.8802409768,1.042899966,0.9372040033,2780700,93720400
51,Binance Coin,BNB,2017-09-14 23:59:59,0.9501770139,0.6734820008,0.9378700256,0.6787840128,3134360,67878400
52,Binance Coin,BNB,2017-09-15 23:59:59,0.8492169976,0.5267549753,0.6833050251,0.799709022,4625680,79970900
53,Binance Coin,BNB,2017-09-16 23:59:59,0.9271969795,0.7461130023,0.8080559969,0.8041980267,2829570,80419800
54,Binance Coin,BNB,2017-09-17 23:59:59,0.8147969842,0.7337449789,0.8034229875,0.7895889878,1273640,78958900
55,Binance Coin,BNB,2017-09-18 23:59:59,0.9370290041,0.7876039743,0.7895650268,0.9092019796,3717860,90920200
56,Binance Coin,BNB,2017-09-19 23:59:59,0.9091320038,0.787653029,0.9073979855,0.8024250269,2888420,80242500
57,Binance Coin,BNB,2017-09-20 23:59:59,0.8163840175,0.7436760068,0.8150320053,0.7478899956,2536950,74789000
58,Binance Coin,BNB,2017-09-21 23:59:59,0.7817749977,0.6842809916,0.7640129924,0.7021399736,2238040,70214000
59,Binance Coin,BNB,2017-09-22 23:59:59,0.7401540279,0.6832600236,0.6988710165,0.7158929706,2099500,71589300
60,Binance Coin,BNB,2017-09-23 23:59:59,0.7774000168,0.7078449726,0.7171959877,0.7709649801,2276080,77096500
61,Binance Coin,BNB,2017-09-24 23:59:59,0.7883470058,0.7362210155,0.7758039832,0.7832679749,2402720,78326800
62,Binance Coin,BNB,2017-09-25 23:59:59,0.9365680218,0.7733160257,0.7842440009,0.9170590043,3695220,91705900
63,Binance Coin,BNB,2017-09-26 23:59:59,0.9400820136,0.8592119813,0.9189220071,0.8607469797,3460160,86074700
64,Binance Coin,BNB,2017-09-27 23:59:59,1.201380014,0.8556979895,0.8556979895,1.143659949,8394020,114366000
65,Binance Coin,BNB,2017-09-28 23:59:59,1.433069944,1.14507997,1.14842999,1.377879977,13944300,137788000
66,Binance Coin,BNB,2017-09-29 23:59:59,1.366979957,1.135460019,1.366979957,1.266240001,8474270,126624000
67,Binance Coin,BNB,2017-09-30 23:59:59,1.307719946,1.228019953,1.269999981,1.283579946,6194570,128358000
68,Binance Coin,BNB,2017-10-01 23:59:59,1.528949976,1.259899974,1.284180045,1.526530027,9043600,152653000
69,Binance Coin,BNB,2017-10-02 23:59:59,1.982869983,1.513440013,1.52662003,1.964669943,19367700,196467000
70,Binance Coin,BNB,2017-10-03 23:59:59,2.032949924,1.671650052,1.967829943,1.820700049,14411500,182070000
71,Binance Coin,BNB,2017-10-04 23:59:59,1.857470036,1.517660022,1.851500034,1.601480007,7227750,160148000
72,Binance Coin,BNB,2017-10-05 23:59:59,1.735190034,1.416949987,1.634989977,1.678490043,7503500,167849000
73,Binance Coin,BNB,2017-10-06 23:59:59,1.713580012,1.534240007,1.67730999,1.57991004,6076260,157991000
74,Binance Coin,BNB,2017-10-07 23:59:59,1.605260015,1.500579953,1.605260015,1.584249973,5578780,158425000
75,Binance Coin,BNB,2017-10-08 23:59:59,1.604079962,1.217229962,1.576179981,1.217229962,4515300,121723000
76,Binance Coin,BNB,2017-10-09 23:59:59,1.57743001,1.207710028,1.207710028,1.403779984,9667100,140378000
77,Binance Coin,BNB,2017-10-10 23:59:59,1.469110012,1.342869997,1.43106997,1.393360019,6912770,139336000
78,Binance Coin,BNB,2017-10-11 23:59:59,1.456159949,1.377990007,1.39944005,1.433730006,6123140,143373000
79,Binance Coin,BNB,2017-10-12 23:59:59,1.440189958,1.28263998,1.429960012,1.343760014,5275850,134376000
80,Binance Coin,BNB,2017-10-13 23:59:59,1.51165998,1.183490038,1.336509943,1.435479999,5705760,143548000
81,Binance Coin,BNB,2017-10-14 23:59:59,1.538190007,1.407019973,1.469320059,1.538190007,3355060,153819000
82,Binance Coin,BNB,2017-10-15 23:59:59,1.679409981,1.40775001,1.495129943,1.55843997,5987930,155844000
83,Binance Coin,BNB,2017-10-16 23:59:59,1.599920034,1.390709996,1.555989981,1.440700054,2960330,144070000
84,Binance Coin,BNB,2017-10-17 23:59:59,1.473549962,1.35600996,1.437680006,1.389950037,1744390,138995000
85,Binance Coin,BNB,2017-10-18 23:59:59,1.420860052,1.20836997,1.393509984,1.327559948,2311140,132756000
86,Binance Coin,BNB,2017-10-19 23:59:59,1.353610039,1.249179959,1.328680038,1.284610033,1791220,128461000
87,Binance Coin,BNB,2017-10-20 23:59:59,1.372810006,1.219269991,1.283259988,1.241919994,1703230,122967466.9
88,Binance Coin,BNB,2017-10-21 23:59:59,1.269350052,1.170259953,1.237349987,1.254050016,1331640,124168506.7
89,Binance Coin,BNB,2017-10-22 23:59:59,1.29945004,1.183470011,1.255300045,1.213770032,1631220,120180222.8
90,Binance Coin,BNB,2017-10-23 23:59:59,1.278100014,1.096050024,1.231359959,1.183730006,2355560,117205842.2
91,Binance Coin,BNB,2017-10-24 23:59:59,1.37906003,1.136279941,1.176929951,1.248430014,4833390,123612048
92,Binance Coin,BNB,2017-10-25 23:59:59,1.269269943,1.17147994,1.243409991,1.252779961,2288360,124042758.9
93,Binance Coin,BNB,2017-10-26 23:59:59,1.260969996,1.098160028,1.260969996,1.208600044,2400010,119668320.4
94,Binance Coin,BNB,2017-10-27 23:59:59,1.21728003,1.107110023,1.20875001,1.174180031,2067650,116260258.5
95,Binance Coin,BNB,2017-10-28 23:59:59,1.204290032,1.139809966,1.180920005,1.152570009,1495260,114120566
96,Binance Coin,BNB,2017-10-29 23:59:59,1.260730028,1.158849955,1.178369999,1.241230011,1969690,122899147.2
97,Binance Coin,BNB,2017-10-30 23:59:59,1.358590007,1.203469992,1.233360052,1.312270045,2437230,129933101.8
98,Binance Coin,BNB,2017-10-31 23:59:59,1.410380006,1.271139979,1.335950017,1.312890053,3397150,129994490.5
99,Binance Coin,BNB,2017-11-01 23:59:59,1.335160017,1.218050003,1.335160017,1.261540055,2118920,124910121.6
100,Binance Coin,BNB,2017-11-02 23:59:59,1.372439981,1.195619941,1.260249972,1.299630046,3550520,128681564.8
101,Binance Coin,BNB,2017-11-03 23:59:59,1.480370045,1.294559956,1.294559956,1.459220052,3201070,144483209.1
102,Binance Coin,BNB,2017-11-04 23:59:59,1.699929953,1.398929954,1.455979943,1.637199998,4685320,162105720.8
103,Binance Coin,BNB,2017-11-05 23:59:59,1.637189984,1.455240011,1.637189984,1.52165997,2681150,150665643.2
104,Binance Coin,BNB,2017-11-06 23:59:59,1.665040016,1.480679989,1.528789997,1.569790006,5042750,155431187.1
105,Binance Coin,BNB,2017-11-07 23:59:59,1.818189979,1.551210046,1.569090009,1.806439996,9469500,178862850.2
106,Binance Coin,BNB,2017-11-08 23:59:59,2.055180073,1.777469993,1.799070001,2.031019926,18796200,201099414.3
107,Binance Coin,BNB,2017-11-09 23:59:59,2.174230099,1.893939972,2.053139925,1.990769982,19192200,197114100.8
108,Binance Coin,BNB,2017-11-10 23:59:59,2.069469929,1.64478004,2.007730007,1.796839952,11155000,177912315.8
109,Binance Coin,BNB,2017-11-11 23:59:59,1.917750001,1.614289999,1.786280036,1.670469999,8178150,165399916.6
110,Binance Coin,BNB,2017-11-12 23:59:59,1.672799945,1.462560058,1.668889999,1.519690037,15298700,150470585.7
111,Binance Coin,BNB,2017-11-13 23:59:59,1.735020041,1.51760006,1.526010036,1.686619997,12238800,166998992.7
112,Binance Coin,BNB,2017-11-14 23:59:59,1.73537004,1.568269968,1.689280033,1.592579961,7829600,157687716.1
113,Binance Coin,BNB,2017-11-15 23:59:59,1.624979973,1.495499969,1.587769985,1.530449986,7615500,151535976.3
114,Binance Coin,BNB,2017-11-16 23:59:59,1.682219982,1.53689003,1.556190014,1.57791996,8928640,156236170.9
115,Binance Coin,BNB,2017-11-17 23:59:59,1.58265996,1.495300055,1.580049992,1.510360003,8508840,149546785
116,Binance Coin,BNB,2017-11-18 23:59:59,1.676779985,1.49822998,1.511360049,1.674329996,32167300,165782110.6
117,Binance Coin,BNB,2017-11-19 23:59:59,1.701230049,1.567800045,1.67335999,1.613770008,38081700,159785822.8
118,Binance Coin,BNB,2017-11-20 23:59:59,1.660650015,1.555609941,1.625589967,1.624449968,12994500,160843292.3
119,Binance Coin,BNB,2017-11-21 23:59:59,1.659669995,1.549839973,1.658169985,1.574059963,5440790,155853976.8
120,Binance Coin,BNB,2017-11-22 23:59:59,1.621369958,1.558230042,1.590489984,1.611750007,7177000,159585814.5
121,Binance Coin,BNB,2017-11-23 23:59:59,1.616680026,1.537590027,1.610599995,1.548699975,8392640,153342981.8
122,Binance Coin,BNB,2017-11-24 23:59:59,1.820180058,1.55558002,1.56953001,1.717710018,12155400,170077337.9
123,Binance Coin,BNB,2017-11-25 23:59:59,1.957640052,1.693969965,1.716969967,1.873870015,12839900,185539364.2
124,Binance Coin,BNB,2017-11-26 23:59:59,1.935310006,1.826740026,1.894739985,1.853129983,9056850,183485813.8
125,Binance Coin,BNB,2017-11-27 23:59:59,1.947270036,1.789630055,1.870830059,1.942980051,22826600,192382221.7
126,Binance Coin,BNB,2017-11-28 23:59:59,1.958850026,1.868039966,1.958850026,1.917109966,36377700,189820729.5
127,Binance Coin,BNB,2017-11-29 23:59:59,2.051589966,1.683169961,1.92434001,1.751530051,43765500,173425991.4
128,Binance Coin,BNB,2017-11-30 23:59:59,2.052910089,1.761440039,1.761440039,1.996970057,31559500,197727987.6
129,Binance Coin,BNB,2017-12-01 23:59:59,2.137010098,1.922970057,1.99695003,2.070230007,28867200,204981753.2
130,Binance Coin,BNB,2017-12-02 23:59:59,2.115659952,1.996889949,2.077059984,2.084160089,24332700,206361018.2
131,Binance Coin,BNB,2017-12-03 23:59:59,2.381150007,2.05418992,2.085410118,2.227250099,35163500,220528931.5
132,Binance Coin,BNB,2017-12-04 23:59:59,2.577029943,2.258090019,2.258090019,2.491679907,41226200,246711203.5
133,Binance Coin,BNB,2017-12-05 23:59:59,2.731790066,2.501810074,2.501810074,2.595299959,49190000,256971034.2
134,Binance Coin,BNB,2017-12-06 23:59:59,2.778810024,2.345880032,2.580430031,2.587690115,41731500,256217537.7
135,Binance Coin,BNB,2017-12-07 23:59:59,2.914429903,2.489429951,2.549400091,2.779949903,28297900,275253969.3
136,Binance Coin,BNB,2017-12-08 23:59:59,2.868989944,2.259569883,2.76609993,2.830670118,38648500,280275959.4
137,Binance Coin,BNB,2017-12-09 23:59:59,2.867340088,2.330349922,2.826020002,2.610430002,27217000,258469116
138,Binance Coin,BNB,2017-12-10 23:59:59,2.695440054,2.211699963,2.661339998,2.483370066,19258500,245888397.2
139,Binance Coin,BNB,2017-12-11 23:59:59,2.824480057,2.503350019,2.513020039,2.706650019,19427000,267996243.1
140,Binance Coin,BNB,2017-12-12 23:59:59,2.778300047,2.613430023,2.726449966,2.68475008,24523200,265827836.5
141,Binance Coin,BNB,2017-12-13 23:59:59,2.875050068,2.571439981,2.687079906,2.778100014,28429500,275070793.4
142,Binance Coin,BNB,2017-12-14 23:59:59,3.158740044,2.772660017,2.773439884,3.158740044,40335300,312759482.4
143,Binance Coin,BNB,2017-12-15 23:59:59,4.411250114,3.142819881,3.156699896,3.996150017,52745900,395674796.1
144,Binance Coin,BNB,2017-12-16 23:59:59,4.725409985,3.918400049,4.168469906,4.664649963,54002400,461865655.1
145,Binance Coin,BNB,2017-12-17 23:59:59,6.750430107,4.669340134,4.669340134,5.756720066,98159600,569995874.1
146,Binance Coin,BNB,2017-12-18 23:59:59,6.221320152,5.280970097,5.792399883,5.615849972,66623700,556047771.9
147,Binance Coin,BNB,2017-12-19 23:59:59,6.545320034,5.579760075,5.646999836,5.792329788,66695200,573521762.6
148,Binance Coin,BNB,2017-12-20 23:59:59,5.788630009,4.933169842,5.788630009,5.176209927,47866900,512517256.9
149,Binance Coin,BNB,2017-12-21 23:59:59,5.698160172,4.814149857,5.184909821,5.180009842,46905500,512893510.1
150,Binance Coin,BNB,2017-12-22 23:59:59,5.212739944,3.513309956,5.205460072,4.336150169,36672600,429339556.1
151,Binance Coin,BNB,2017-12-23 23:59:59,5.13451004,4.307610035,4.394959927,4.839260101,32930300,479154489.6
152,Binance Coin,BNB,2017-12-24 23:59:59,5.285679817,4.198649883,4.741839886,5.285679817,43676900,523356319.5
153,Binance Coin,BNB,2017-12-25 23:59:59,6.955220222,5.25053978,5.308579922,6.560009956,66374400,649532830.1
154,Binance Coin,BNB,2017-12-26 23:59:59,10.62209988,6.496379852,6.559279919,9.029419899,167812992,894038991.9
155,Binance Coin,BNB,2017-12-27 23:59:59,11.30220032,8.486590385,9.254260063,10.10700035,167808000,1000734498
156,Binance Coin,BNB,2017-12-28 23:59:59,10.19639969,8.149279594,10.12629986,9.321410179,109298000,922950089.7
157,Binance Coin,BNB,2017-12-29 23:59:59,9.534850121,8.536820412,9.318619728,8.807600021,70849400,872075706.4
158,Binance Coin,BNB,2017-12-30 23:59:59,8.761099815,7.187940121,8.713769913,7.841010094,72933904,776369764.1
159,Binance Coin,BNB,2017-12-31 23:59:59,8.839119911,7.708990097,7.763309956,8.635580063,74927904,855043318.1
160,Binance Coin,BNB,2018-01-01 23:59:59,8.700570107,7.959219933,8.629529953,8.414609909,66422800,833164194.5
161,Binance Coin,BNB,2018-01-02 23:59:59,9.122590065,8.217180252,8.457699776,8.837770462,104789000,875062958.8
162,Binance Coin,BNB,2018-01-03 23:59:59,9.580780029,8.529179573,8.770139694,9.535880089,108852000,944185622.3
163,Binance Coin,BNB,2018-01-04 23:59:59,9.538490295,8.854129791,9.445839882,9.213990211,158819008,912314005.9
164,Binance Coin,BNB,2018-01-05 23:59:59,16.71769905,9.094679832,9.145680428,14.91720009,341504992,1477011641
165,Binance Coin,BNB,2018-01-06 23:59:59,23.50819969,14.82120037,14.8689003,22.75979996,637020992,2253538837
166,Binance Coin,BNB,2018-01-07 23:59:59,22.76910019,18.24250031,22.76910019,18.65679932,258050000,1847284395
167,Binance Coin,BNB,2018-01-08 23:59:59,19.2166996,15.34710026,18.64649963,18.2609005,296617984,1808084753
168,Binance Coin,BNB,2018-01-09 23:59:59,20.32029915,16.80139923,18.17399979,17.41180038,194750000,1724011965
169,Binance Coin,BNB,2018-01-10 23:59:59,17.70789909,15.17080021,17.70789909,17.39080048,146582000,1721932671
170,Binance Coin,BNB,2018-01-11 23:59:59,23.15250015,15.28629971,17.5666008,21.04269981,389228000,2083521898
171,Binance Coin,BNB,2018-01-12 23:59:59,24.91209984,19.93040085,21.47579956,22.31629944,387537984,2209626128
172,Binance Coin,BNB,2018-01-13 23:59:59,23.66690063,21.37339973,22.34530067,22.17440033,181676000,2195576042
173,Binance Coin,BNB,2018-01-14 23:59:59,22.25349998,19.13800049,22.25349998,20.77729988,129239000,2057243582
174,Binance Coin,BNB,2018-01-15 23:59:59,23.60479927,19.33090019,20.80039978,19.56469917,244154000,1937179206
175,Binance Coin,BNB,2018-01-16 23:59:59,19.63400078,10.43500042,19.63400078,13.89190006,399951008,1375492587
176,Binance Coin,BNB,2018-01-17 23:59:59,15.53779984,9.655340195,13.62300014,14.20320034,299411008,1406315645
177,Binance Coin,BNB,2018-01-18 23:59:59,15.95960045,13.51270008,14.25059986,14.28040028,204899008,1413959526
178,Binance Coin,BNB,2018-01-19 23:59:59,15.63510036,13.98900032,14.31060028,14.9406004,139882000,1479328568
179,Binance Coin,BNB,2018-01-20 23:59:59,16.65239906,15.03419971,15.03419971,16.19029999,156744992,1603066364
180,Binance Coin,BNB,2018-01-21 23:59:59,16.24889946,13.35910034,16.24889946,14.06830025,141562000,1392958656
181,Binance Coin,BNB,2018-01-22 23:59:59,14.45030022,11.91460037,14.19869995,13.0145998,138026000,1288627604
182,Binance Coin,BNB,2018-01-23 23:59:59,13.96269989,11.78499985,13.00150013,13.09350014,91706200,1296439809
183,Binance Coin,BNB,2018-01-24 23:59:59,14.1906004,12.78919983,13.1906004,13.62870026,105736000,1349432102
184,Binance Coin,BNB,2018-01-25 23:59:59,14.13739967,13.06499958,13.76049995,13.22840023,105648000,1309796798
185,Binance Coin,BNB,2018-01-26 23:59:59,13.59049988,12.29469967,13.21090031,13.21819973,113429000,1308786855
186,Binance Coin,BNB,2018-01-27 23:59:59,13.44139957,12.89420033,13.23320007,13.25300026,84009400,1312232542
187,Binance Coin,BNB,2018-01-28 23:59:59,13.8125,13.2038002,13.30169964,13.54020023,93871104,1340669363
188,Binance Coin,BNB,2018-01-29 23:59:59,13.67269993,12.67700005,13.54539967,12.76449966,71294304,1263864203
189,Binance Coin,BNB,2018-01-30 23:59:59,12.77359962,11.0571003,12.77359962,11.2507,59389600,1113976810
190,Binance Coin,BNB,2018-01-31 23:59:59,11.41320038,10.56840038,11.26830006,11.14500046,50435000,1103511030
191,Binance Coin,BNB,2018-02-01 23:59:59,11.39439964,8.707420349,11.1782999,9.515839577,82984200,942201381.8
192,Binance Coin,BNB,2018-02-02 23:59:59,10.45849991,7.218130112,9.407959938,9.652290344,91468200,955711842.1
193,Binance Coin,BNB,2018-02-03 23:59:59,10.2723999,8.611680031,9.696660042,9.749679565,56556200,965354815.5
194,Binance Coin,BNB,2018-02-04 23:59:59,9.745639801,8.102749825,9.745639801,8.458640099,49990000,837523781
195,Binance Coin,BNB,2018-02-05 23:59:59,8.551719666,6.129610062,8.427530289,6.705029964,55276900,663891840.4
196,Binance Coin,BNB,2018-02-06 23:59:59,8.555540085,5.590069771,6.806270123,8.288849831,97189904,820712193.9
197,Binance Coin,BNB,2018-02-07 23:59:59,9.224969864,7.351029873,8.315279961,8.095009804,77970304,801519320.1
198,Binance Coin,BNB,2018-02-08 23:59:59,8.721220016,8.093720436,8.093720436,8.595499992,82496000,851074837
199,Binance Coin,BNB,2018-02-09 23:59:59,9.889269829,8.343150139,8.606659889,9.730460167,9284.19043,963451766.4
200,Binance Coin,BNB,2018-02-10 23:59:59,10.36320019,8.848520279,9.732729912,9.255970001,80123200,916470613.6
201,Binance Coin,BNB,2018-02-11 23:59:59,9.345479965,8.144450188,9.20086956,8.704910278,68554600,861907958.7
202,Binance Coin,BNB,2018-02-12 23:59:59,9.40375042,8.711449623,8.711449623,9.322469711,50792600,923055044.6
203,Binance Coin,BNB,2018-02-13 23:59:59,9.347940445,8.773369789,9.317669868,8.986780167,41593400,889817034.9
204,Binance Coin,BNB,2018-02-14 23:59:59,10.6498003,8.990240097,9.015910149,10.40060043,68781600,1029805008
205,Binance Coin,BNB,2018-02-15 23:59:59,11.28390026,10.1012001,10.39070034,10.93109989,108962000,1082331935
206,Binance Coin,BNB,2018-02-16 23:59:59,11.20160007,10.42949963,10.91489983,11.20160007,71131800,1109115222
207,Binance Coin,BNB,2018-02-17 23:59:59,11.87069988,10.9527998,11.07649994,11.68929958,76093504,1157404350
208,Binance Coin,BNB,2018-02-18 23:59:59,11.70030022,10.68010044,11.69260025,10.70240021,62044700,1059687434
209,Binance Coin,BNB,2018-02-19 23:59:59,11.19489956,10.65149975,10.66679955,11.07569981,54898800,1096649360
210,Binance Coin,BNB,2018-02-20 23:59:59,11.19270039,9.793399811,11.09130001,9.904509544,66512400,980685153.1
211,Binance Coin,BNB,2018-02-21 23:59:59,10.19419956,9.147250175,9.877670288,9.380789757,55087600,928829541.1
212,Binance Coin,BNB,2018-02-22 23:59:59,9.808750153,8.71296978,9.404740334,8.904029846,47216100,881623626.4
213,Binance Coin,BNB,2018-02-23 23:59:59,9.733030319,8.660570145,8.873399734,9.692110062,53626800,959654579.5
214,Binance Coin,BNB,2018-02-24 23:59:59,9.835370064,8.777970314,9.687520027,9.141909599,48709200,905177076.7
215,Binance Coin,BNB,2018-02-25 23:59:59,9.494409561,8.942580223,9.153240204,9.346599579,43814500,925444252.4
216,Binance Coin,BNB,2018-02-26 23:59:59,10.06499958,9.130149841,9.369259834,9.902319908,53540300,980468312.5
217,Binance Coin,BNB,2018-02-27 23:59:59,11.09619999,9.818590164,9.965530396,10.65989971,97184400,1055479339
218,Binance Coin,BNB,2018-02-28 23:59:59,11.18280029,10.39260006,10.69489956,10.4382,69036400,1033527935
219,Binance Coin,BNB,2018-03-01 23:59:59,10.67140007,10.32960033,10.44820023,10.50969982,72474200,1040607436
220,Binance Coin,BNB,2018-03-02 23:59:59,10.54039955,10.1420002,10.45689964,10.22480011,46449100,1012398347
221,Binance Coin,BNB,2018-03-03 23:59:59,10.44550037,10.12510014,10.28569984,10.21790028,40001900,1011715151
222,Binance Coin,BNB,2018-03-04 23:59:59,10.38980007,9.90116024,10.20720005,10.34809971,37886900,1024606773
223,Binance Coin,BNB,2018-03-05 23:59:59,10.43550014,10.10099983,10.40380001,10.11050034,38605100,1001081047
224,Binance Coin,BNB,2018-03-06 23:59:59,10.15480042,9.151280403,10.15480042,9.384380341,38182600,929185001.3
225,Binance Coin,BNB,2018-03-07 23:59:59,10.12679958,8.236909866,9.395290375,9.034879684,79740800,894579608.3
226,Binance Coin,BNB,2018-03-08 23:59:59,9.137490273,8.118390083,9.035679817,8.310440063,48535100,822849906.2
227,Binance Coin,BNB,2018-03-09 23:59:59,8.332420349,7.174230099,8.261369705,8.313070297,46893300,823110313
228,Binance Coin,BNB,2018-03-10 23:59:59,8.354510307,7.633540154,8.267120361,7.671659946,41645000,759601743.2
229,Binance Coin,BNB,2018-03-11 23:59:59,8.419449806,7.380760193,7.648749828,8.272379875,45451700,819081433.3
230,Binance Coin,BNB,2018-03-12 23:59:59,8.54761982,7.743690014,8.299110413,8.039270401,51188100,796000279.8
231,Binance Coin,BNB,2018-03-13 23:59:59,11.00160027,7.902440071,7.998960018,10.11520004,216111008,1001546413
232,Binance Coin,BNB,2018-03-14 23:59:59,10.6718998,8.550769806,10.13000011,8.959210396,124112000,887087218.9
233,Binance Coin,BNB,2018-03-15 23:59:59,9.401320457,8.419529915,8.944560051,9.099080086,104531000,900936307.1
